,imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
57,tt0170367,0.0,,,380000.0,"[{'id': 35, 'name': 'Comedy'}]",,308615.0,en,Peroxide Passion,"When his wealthy fiancée, Ashley (Karen Travis), dumps him at the altar and runs off with a Mormon man to Salt Lake City, poor Jersey guy Jed (James Tupper) teams up with ambitious, voluptuous sex hotline talker Mimi (Lorri Bagley) and crooner Johnny Pompano Jr. to break up the union. Will Jed win back Ashley's love? Monty Diamond produces and directs this screwball romantic comedy, while Billy Campion and Aasif Mandvi co-star.",0.6000000000000001,/oi9d2w6dPiy80vEj8thRwe9Yijo.jpg,[],[],2001-01-01,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Peroxide Passion,0.0,0.0,0.0,
62,tt0173840,0.0,/qyOO0dgss0oeUYFPWbbdALDgOSm.jpg,,137000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}]",,2114.0,en,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",15.32,/47b1EwFqqSWxYna7NtUM7iML4oT.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 4164, 'logo_path': None, 'name': 'Square USA', 'origin_country': ''}, {'id': 20033, 'logo_path': None, 'name': 'Chris Lee Productions', 'origin_country': ''}, {'id': 96629, 'logo_path': None, 'name': 'Square Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-02,85131830.0,106.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unleash a new reality,Final Fantasy: The Spirits Within,0.0,6.184,1272.0,PG-13
65,tt0177885,0.0,,,3000000.0,"[{'id': 35, 'name': 'Comedy'}]",,50501.0,en,Killer Bud,"After losing another job, two idiots embark on an adventure of mythic proportion: to acquire ""Feed Bags,"" the discontinued entire-meal-in-a-bag, to impress their two equally dim-witted dates. When the only convenience store in town that carries the discontinued food item is found closed, Waylon and Buzz break in and can't break out.",2.149,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-17,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Killer Bud,0.0,2.5,4.0,
70,tt0179626,0.0,/dGm3XpCrvwU7DmMz7UFViJtKAYg.jpg,,60000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,2749.0,en,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",11.061,/bZ7Xx15zZdDzbKFKl4ULEJ11hWu.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 376, 'logo_path': None, 'name': 'Industry Entertainment', 'origin_country': ''}, {'id': 11391, 'logo_path': '/t6m0uRTzaFHCsvEpikENE0PWJGb.png', 'name': 'Tribeca Productions', 'origin_country': 'US'}, {'id': 67171, 'logo_path': None, 'name': 'New Redemption Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-03-01,56359980.0,120.0,"[{'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}]",Released,America Likes to Watch,15 Minutes,0.0,5.918,611.0,R
72,tt0180734,0.0,/kSrL8dDfaInfekoHS02zqdC1Bu1.jpg,,32000000.0,"[{'id': 18, 'name': 'Drama'}]",,20857.0,en,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",11.471,/9RMcwwnK8a9WCt8dVlwmtNsFCg3.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 3858, 'logo_path': None, 'name': 'GHS Productions KG', 'origin_country': ''}, {'id': 3859, 'logo_path': None, 'name': 'Munich Film Partners & Company (MFP) GHS Productions', 'origin_country': ''}, {'id': 3860, 'logo_path': None, 'name': 'Nides/McCormick Productions', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-14,40222729.0,106.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The most important thing in life is showing up,Hardball,0.0,6.4,413.0,PG-13
73,tt0181739,0.0,/arL80y4NYzjq4ExkqKiXFVBEuV5.jpg,,75000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.osmosisjones.com/,12610.0,en,Osmosis Jones,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",19.563,/vROOfOfyp1yqXsk8khfy6Fm9ief.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1156, 'logo_path': None, 'name': 'Conundrum Entertainment', 'origin_country': ''}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-10,13596911.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Every body needs a hero.,Osmosis Jones,0.0,6.51,899.0,PG
74,tt0182000,0.0,/hEbXPZSxbcMZtUxoArrnc96vgHL.jpg,,13500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,25208.0,en,The Caveman's Valentine,"Romulus, a misunderstood musician turned recluse hiding from personal demons in a New York City cave, finds the frozen body of a young drifter in a tree. The authorities, including his police officer daughter, claim the death is accidental. Romulus is convinced the man was murdered by a prominent art photographer but how can he prove he's right when everyone thinks he's insane?",7.234,/xWjoiGvFZPXuBi93reGblvDHIax.jpg,"[{'id': 1403, 'logo_path': None, 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 37497, 'logo_path': None, 'name': 'Jersey Shore', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-19,794481.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Caveman's Valentine,0.0,5.8,109.0,
76,tt0183790,0.0,/gkT737kgnmI6jZyXbUBJRwVbGkW.jpg,,65000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",,9476.0,en,A Knight's Tale,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",21.233,/srb1XnrlDZHcdpjBKqUu4qAzxKU.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 1423, 'logo_path': '/1rbAwGQzrNvXDICD6HWEn1YqfAV.png', 'name': 'Escape Artists', 'origin_country': 'US'}, {'id': 53007, 'logo_path': None, 'name': 'Black and Blu Entertainment', 'origin_country': ''}, {'id': 53008, 'logo_path': None, 'name': 'Finestkind', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-11,117487473.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He Will Rock You,A Knight's Tale,0.0,6.864,2653.0,PG-13
77,tt0184791,0.0,/fc2mifxyCXyr66FMSmsfUXVREEg.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,11065.0,en,O,"Even though he's the only black student at the elite Palmetto Grove Academy, star basketball player and future NBA hopeful Odin James has the adoration of all, including the team's coach and the Dean's beautiful daughter Desi. Odin's troubled friend Hugo, the coach's son, is deeply resentful of his father's preference of Odin on and off the court. When Hugo plots a diabolical scheme to sow the seed of mistrust between O and Desi, it sets in motion a disturbing chain of events which erupts into a firestorm of breathtaking intensity.",10.592,/bz4IiGxJwcbN4kTLdUuXlcGSMaH.jpg,"[{'id': 816, 'logo_path': None, 'name': 'FilmEngine', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 15700, 'logo_path': None, 'name': 'Chickie The Cop Production', 'origin_country': ''}, {'id': 53732, 'logo_path': None, 'name': 'Daniel Fried Productions', 'origin_country': ''}, {'id': 53733, 'logo_path': None, 'name': 'Rhulen Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-31,16017403.0,95.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Trust. Seduction. Betrayal.,O,0.0,5.978,206.0,R
79,tt0186589,0.0,/6pmQAoCbSnbAtQxNYhdN6A7GLgl.jpg,,11000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,16723.0,en,Sugar & Spice,"When Jack and Diane find themselves in an unexpected adult situation, the A-Squad comes to their rescue. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But the A-Squad does things their way -- with sugar and spice -- forever changing their friendship, their future and the nation's notion of teen spirit.",10.079,/etRwjWRjKrXYc7r1vpQLYwVu4ls.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-24,13276953.0,81.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Why would the most popular girl in school wear a mask?,Sugar & Spice,0.0,6.4,223.0,PG-13
80,tt0188128,0.0,/8JsQ35vi7IpaFRHVOnpsWfm2bnG.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,62956.0,en,Very Annie Mary,"Set in the fictional village of ""Ogw"" in the valleys of south-east Wales. After her father Jack suffers a stroke Annie Mary Pugh is forced to take care of him but uses the circumstances to emancipate herself and find the courage to sing once again.",2.801,/g5YBT8oxc5zttmYArfiVtloQ6tz.jpg,"[{'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 2997, 'logo_path': None, 'name': 'Dragon Pictures', 'origin_country': ''}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 75885, 'logo_path': None, 'name': 'Arts Council of Wales', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-05-25,46352.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"One can dream, can't one?",Very Annie Mary,0.0,6.3,15.0,NR
81,tt0188453,0.0,/iLc6QXt9EFf093SyAR1QlV9qUdH.jpg,,13000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,2084.0,en,Birthday Girl,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",13.981,/rWJx5xe9JCyEi0Bl7iRHkxOUwGD.jpg,"[{'id': 931, 'logo_path': None, 'name': 'HAL Films', 'origin_country': ''}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-06,0.0,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Be careful what you wish for,Birthday Girl,0.0,5.89,347.0,R
83,tt0189192,0.0,/4dlEX4GYbU1yskshllPE67pHlG0.jpg,,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,56715.0,en,Just Visiting,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors).",9.346,/7KqzbefXjADSUE8j2ZsrudvAArY.jpg,"[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 5330, 'logo_path': None, 'name': 'Bruin Grip Services', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-06,16176732.0,88.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"They're not just from another time, they're from France.",Just Visiting,0.0,4.628,580.0,PG
87,tt0192071,0.0,/saQxwnIr4ftRmFpJeV9DQI1lsWd.jpg,,22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,10050.0,en,Get Over It,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",12.602,/saVWvLE0haJTrH1c1YS68VTDKyC.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-03-08,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Young, Free And Single. Again.",Get Over It,0.0,5.6,248.0,PG-13
88,tt0192111,0.0,/wOEcgGdwvjtv2V12pqnStg0Y0dU.jpg,,14000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,24940.0,en,Head Over Heels,"Ordinary single girl Amanda Pierce unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston. That is, until one night...",7.903,/AqUCPHv1hqQjhzFqMTiAaPxL43Q.jpg,"[{'id': 3929, 'logo_path': None, 'name': 'Robert Simonds Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-02,13127022.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unleash your inner model.,Head Over Heels,0.0,5.696,204.0,PG-13
89,tt0192237,0.0,/q4PGSm3V6bQefhzzOyaJuXLVvmr.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,266167.0,de,Leo und Claire,"In 1933 Nuremberg, successful Jewish businessman Leo Katzenberger owns an apartment building and runs a shoe store. A devoted family man, he has a good relationship with his loving wife Claire. As the climate in Germany grows increasingly dangerous, bombshell Irene moves to the neighborhood. After forming an unlikely friendship, his relationship with Irene is immediately regarded with suspicion.",1.783,/kFvWMCYkqygjcuhxY8MFfJid5ku.jpg,"[{'id': 2640, 'logo_path': None, 'name': 'Odeon Film', 'origin_country': 'DE'}, {'id': 23417, 'logo_path': None, 'name': 'Perathon Film-und Fernsehproduktions', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2002-04-18,125734.0,103.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Leo & Claire,0.0,5.7,3.0,
94,tt0196069,0.0,/2JbJDI5FV5IP0GiFKtAIaILg270.jpg,,3000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8341.0,bo,འཁོར་བ།,A love story situated in the Himalayas. A Buddhist monk can't choose between life and the way of the Buddha.,7.281,/j97jPOtKRpPjNSoaupokZHWGQaj.jpg,"[{'id': 2441, 'logo_path': '/7Vutdea75apwXkRyfQ4Ne6j0KcN.png', 'name': 'Fandango', 'origin_country': 'IT'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2001-01-01,0.0,138.0,"[{'english_name': 'Tibetan', 'iso_639_1': 'bo', 'name': ''}]",Released,,Samsara,0.0,7.4,85.0,
95,tt0196158,0.0,/iVJxVUS95ktMp9nwKErTGBeFRB.jpg,,7000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,31002.0,en,Ticker,"Ray Nettles, a detective of San Francisco, and his partner Fuzzy must take up to one of the most dangerous terrorist gangs of the city. When one of the terrorists, the beautiful scientist Claire Manning is arrested, Swan, the leader of the terrorists, claims he will detonate bombs throughout the city if she is not released. Because of the possible bloodshed, Nettles calls for the help of explosive expert Frank Glass...",8.364,/qHuAAGikw2bTaam7K5B8btwUECM.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-01,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"When the countdown hits zero, you're dead",Ticker,0.0,3.7,88.0,R
96,tt0196229,0.0,/hP8tvJ4oKxH3c6QDj99hHZpA85.jpg,"{'id': 352789, 'name': 'Zoolander Collection', 'poster_path': '/a53tBdjpma78xibq2OGJpMxhrNE.jpg', 'backdrop_path': '/xNTvMy84w8wnrEEzWBiTWL08fVo.jpg'}",28000000.0,"[{'id': 35, 'name': 'Comedy'}]",,9398.0,en,Zoolander,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. It's a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories like Matilda can Derek make the world safe for male models everywhere.",42.535,/qdrbSneHZjJG2Dj0hhBxzzAo4HB.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 172, 'logo_path': None, 'name': 'NPV Entertainment', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 2932, 'logo_path': '/4uLKLjGivVg2YnAIhAn8k7ZuVFj.png', 'name': 'Red Hour', 'origin_country': 'US'}, {'id': 2933, 'logo_path': None, 'name': 'Tenth Planet Productions', 'origin_country': ''}, {'id': 10692, 'logo_path': None, 'name': 'VH1 Television', 'origin_country': ''}, {'id': 21409, 'logo_path': None, 'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-28,60780981.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,3% Body Fat. 1% Brain Activity.,Zoolander,0.0,6.187,3863.0,PG-13
99,tt0198781,0.0,/vUTVUdfbsY4DePCYzxxDMXKp6v6.jpg,"{'id': 137696, 'name': 'Monsters, Inc. Collection', 'poster_path': '/4Cp0L58Rg1bSJSsT6uw7OuU4nYc.jpg', 'backdrop_path': '/x4Mq7gDRhbqDjw4SkemLvd1yzF3.jpg'}",115000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/monsters-inc,585.0,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",145.765,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,579707738.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,We Scare Because We Care.,"Monsters, Inc.",0.0,7.8,16401.0,G
100,tt0199481,0.0,/vZWNHk9Bn3FFKWQAEA0Bmpv6Grh.jpg,,15000000.0,"[{'id': 28, 'name': 'Action'}]",,12911.0,fr,Vercingétorix : La Légende du druide roi,"In the year 60 B.C. a group of Druids, including the arch-druid Guttuart (Max von Sydow), witness the passing of a comet and interpret it as the sign of the coming of a king for their country Gaul, which has not had a king for a long time. Guttuart goes to Gergovia, the capital of the Arvenes tribe, to attend a meeting of Gallic tribal chieftains. The young boy Vercingetorix, along with his friend the young girl Eponia, sneak into a large cavern where Celtill, Vercingetorix's father and chieftain of the Arvenes, hosts the meeting of chieftains with the intention of proclaiming himself king of all Gauls. When Celtill shows off the crown once worn by the old kings of Gaul, an arrow from two Roman spies (dressed as Gauls) hits Celtill in the back.",4.456,/rKifUSwif4iUTZ66y45jgqpHQjs.jpg,"[{'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 806, 'logo_path': '/kcNh09qqR2Pkw1JAzRW4CommrW4.png', 'name': 'Téléfilm Canada', 'origin_country': 'CA'}, {'id': 1115, 'logo_path': '/ntH7T5gsN6wtyrfHGHJDTuneQ7o.png', 'name': 'M6 Films', 'origin_country': 'FR'}, {'id': 7799, 'logo_path': None, 'name': 'TF1 International', 'origin_country': 'FR'}, {'id': 44510, 'logo_path': None, 'name': 'Eiffel Productions', 'origin_country': ''}, {'id': 48188, 'logo_path': None, 'name': 'Transfilm', 'origin_country': ''}, {'id': 87606, 'logo_path': None, 'name': 'La Mutualité Française', 'origin_country': ''}, {'id': 87607, 'logo_path': None, 'name': 'SMK Limited', 'origin_country': ''}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2001-01-24,0.0,124.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,You know his name.  Discover his legend.,Druids,0.0,3.1,47.0,
102,tt0200027,0.0,/wXax3nRWlZDfRqgrmBIKfE2OnaJ.jpg,,48000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,11091.0,en,Riding in Cars with Boys,In 1965 a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.,12.289,/1xzvRrpA9V1TxXP7kIf8d0AgJ1R.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 18, 'logo_path': '/uqhagSwM7NAkQWVCQhKTyoqF8XH.png', 'name': 'Gracie Films', 'origin_country': 'US'}, {'id': 1350, 'logo_path': None, 'name': 'Parkway Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-19,35743308.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,Riding in Cars with Boys,0.0,6.8,397.0,PG-13
107,tt0201394,0.0,/sHEtyDS2v0G9NmReu5wB3dZCwTl.jpg,,6000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,66668.0,en,The Shrink Is In,A young woman impersonates a shrink to win over her Prince Charming.,4.197,/4nj4LaBxDuizYJmQ9KZy4unJGjh.jpg,"[{'id': 174032, 'logo_path': None, 'name': 'Shrink Productions Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-01,0.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This Girl Needs More Than 60 Minutes!,The Shrink Is In,0.0,5.238,21.0,R
